# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	CentralIllinois	Palmetto	Alamo	GreaterTorontoWest	InlandEmpire	MICenterLine	MISouthfield	NEGraniteState	PNWAuburnMountainview	MARMtOlive	MARHatboroHorsham	Israel	GreaterTorontoEast	Arkansas	SanDiego	Crossroads	LakeSuperior	NorthernLights	HubCity	NEUNH	CentralValley	MIKetteringU	MIGullLake	PNWOregonCity	PNWGlacierPeak	NEGroton	MexicoCity	Sacramento	Orlando	GreaterKansasCity	St.Louis	NorthCarolina	NewYorkTechValley	Dallas	Utah	NEWPI	MIEscanaba	MIHowell	MARSpringsideChestnutHill	PNWEasternWashingtonU	PNWMt.Vernon	MARClifton	Waterloo	Montreal	Arizona	LosAngeles	Boilermaker	Buckeye	Virginia	Wisconsin	MIWestMichigan	MIGreatLakesBayRegion	MITraverseCity	PNWWilsonville	NERhodeIsland	PNWShorewood	NESouthington	MARLenape-Seneca	NorthBay	Peachtree	Hawaii	Minnesota10000Lakes	MinnesotaNorthStar	SBPLILongIsland	FingerLakes	QueenCity	Oklahoma	GreaterPittsburgh	SmokyMountains	GreaterDC	NENortheasternU	MILivonia	MISt.Joseph	MIWaterford	PNWAuburn	PNWCentralWashingtonU	NEHartford	MARBridgewaterRaritan	WesternCanada	WindsorEssexGreatLakes	SiliconValley	Colorado	SouthFlorida	Midwest	Bayou	Chesapeake	LasVegas	NewYorkCity	LoneStar	NEPineTree	MiLansing	MIBedford	MITroy	PNWOregonStateU	NewEnglandRegion	MichiganState	AutodeskPNW	MidAtlanticRegion	Archimedes	Curie	Galileo	Newton
																																																																																																													
5	Ortonville, MI USA	General Motors Engineering Structural Development Laboratories/Continental Automotive Systems & Brandon High School & Holly High School	Truck Town Thunder	68	53	96.4	Curie																																																				45.2942805009156																						52.2173912718759																		50.4389114383046				96.3959852752861				93.2679722159752		
5	Temperance, MI USA	Bill & Cheryl Sommers / La-Z-Boy Inc. / RD Tool & Manufacturing / Integration Partners / InkHut.com / DTE Energy Foundation / Marathon Petroleum Company LP / VDS / ORT / Heidtman Steel / Steel Dimensions & Bedford High School	Bedford Express	1023	54	95.9	Galileo						73.2622148585314																															76.1062230055543																																																							83.7762741830967				90.8036197298303					95.9451252239773	
3	Montréal, QC Canada	BCGO / APCRA / ABB / CAE / Stylo.ca / SOLUTIONS BIZ / Desjardins Caisse populaire du Sault-au-Recollet / Desjardins Caisse populaire de Jean-Talon-Papineau / CONTANT.ca & College Regina Assumpta	Tech for Kids	3990	55	95.3	Curie																																	38.577889213971											95.3226082240131																																																								54.9008522887318		
2	Oswego, IL USA	Caterpillar Inc. & Oswego District 308 high schools	Gear It Forward	2338	56	95.1																	49.6657918727506																																																																				95.1422620032267																		
3	Mountain View, CA USA	NASA Ames Research Center / Google / St. Jude Medical Foundation / Abbott Fund / DSS SolidWorks / The Linley Group / Mountain View High School PTSA / The Crispie Family / Intuitive Surgical / Creative Manufacturing Solutions / Screen-Tech / Group Manufacturing Services / Whizz Systems, Inc. & Mountain View High School	Spartan Robotics	971	57	94.5	Newton																												94.5433921948231																																																					90.9733230073934																					72.2310685464299
5	Ambler, PA USA	The Boeing Company/DOW Chemical/Lockheed Martin/Cobham Defense Electronics/BAE Systems/Comcast Cable/Johnson & Johnson/Janssen BioTech/Sea Box Inc./The Inventor Shop & Wissahickon High School	Miss Daisy	341	58	94.0	Newton											12.9382434049782																																															49.841976202819							65.5989209075665																																	48.9722911278015				94.0181846431666
2	West Lafayette, IN USA	Purdue FIRST Programs/Caterpillar & West Lafayette Jr-Sr High School	Westside Boiler Invasion	461	59	93.5																	71.3384940728276																															93.5025026055958																																																							
3	Riviera Beach, FL USA	UTC/EDF/Lockheed Martin/FP&L/Florida Turbine Technologies & Suncoast High School	The Children of the Swamp	179	60	93.4	Galileo																													43.9673646686892																																																						93.3638303929651																		54.522447029072	
2	Vicksburg, MS USA	US Army Engineer Research & Development Center / Vicksburg-Warren School District / Entergy Grand Gulf / NASA / National Defense Education Program / Lockheed Martin & Warren Central High School & St. Aloysius Catholic High School & Vicksburg High School & Vicksburg Home Schools	Siege Robotics	456	61	93.1																														30.5945952616024																																																								93.1470158674103																	
3	Woodbury, MN USA	3M & Woodbury Math & Science Academy	The Fighting Calculators	2175	62	93.1	Archimedes																		75.2866759396588																																													93.0579362619896																																				65.6890634130827			
3	Dana Point, CA USA	Applied Medical / Lasergraphics / The Boeing Company / Western Digital / DeNault Hardware / Microsoft Store & Heritage Christian School & Code Orange Inc.	Code Orange	3476	63	92.7	Curie															87.8106865881834																																																																								92.7205069811399													82.1273617833327		
3	Heath, TX USA	Special Products and Manufacturing / Nash Construction / The Boeing Company / EXXON Mobile / Rockwall Independent School District & Rockwall-Heath High School	Black Hawk Robotics	3310	64	92.3	Galileo																																		26.2955786138387																																																92.2938904505279																			59.5574965571575	
2	Gulfport, MS USA	NASA/SAIC/DuPont Delisle & Gulfport High School Technology Center	Team Fusion	364	65	92.3	Newton																																																																																					92.2658878721517																	62.5865816040886
4	South Windsor, CT USA	ClearEdge Power / United Technologies / Gain Talent / EBA&D & South Windsor High School	Bobcat Robotics	177	66	92.2	Curie								38.2567631293685																																																																					92.2264041491162																		45.62517548555					48.6801722402269		
6	Boston, MA USA	Textron Systems/National Grid/Northeastern University & Brookline High School & Boston Latin School & Revere High School	NUTRONS	125	67	92.2	Curie																										14.3500780555947																													48.6627725550934																88.0192046808007																			80.4944750902414					92.1997111063395					71.7767802267722		
3	Hamilton, ON Canada	Hamilton-Wentworth Catholic District School Board / Union Boiler Company of Hamilton / Eaton Corporation / FABRIS Inc / L-3 Wescam / McMaster University Bachelor of Technology Program / Gates Corporation / RMT Robotics / CareGo / Xerox Canada / Chilton Yarn / LoudMouth Golf & St. Mary Catholic Secondary School	MakeShift Robotics	4039	68	91.8	Newton																																											91.7610402214665																																													78.0652853541101														67.0679259573148
3	Goleta, CA USA	Raytheon/Mosher Foundation/Outhwaite Foundation/Valley Precision Products/lynda.com/P&G Alumni Association/Neal Feay Company/Edison International/Rincon Engineering/Amgen Foundation/ATK Space/Tecolote Research, Inc./Allergan Foundation/Downey's/Lockheed Martin/Enerpro, Inc./Toyon Research Corporation/FLIR/Montecito Bank & Trust/Rincon Technology/Las Cumbres Observatory Global Telescope/Citrix Online/Impulse Advanced Communications/AFAR Communications Inc./Silvergreens/City of Goleta/Santa Barbara County ROP & Dos Pueblos High School Engineering Academy	D'Penguineers	1717	69	91.2	Galileo																																														61.3444945943083																																									75.3250097951744														91.1518865368599	
3	Munster, IN USA	Hammond Optimist Clu/Munster Booster Club & Munster High School	Munster HorsePower	3147	70	90.5	Newton																90.5018278412776																															82.1902080366351																																																							55.0954835394003
4	Rochester Hills, MI USA	GM Global Product Operations / Chrysler Foundation / Plex Systems, Inc. / R & G Drummer / TARDEC_NDEP / Valeo Thermal Systems / State of Michigan & Rochester Adams and Stoney Creek High Schools	Adambots	245	71	90.5																				27.4021842595659																			90.4536773141168																																																							55.7509674883635			66.0705040028207						
3	Anderson, IN USA	Ivy Tech Community College/CIM Systems/Xtreme Alternative Defense Systems/DRN Machine & Crossroads of America Council & Madison County High Schools	Team Roboto	447	72	90.2	Curie																59.501020593512																																																		90.2111034867312																																		47.988172977752		
4	Kincardine, ON Canada	Bruce Power/Lake Huron Learning Centre/Power Workers Union Training Inc. & Kinetic Knights Robotics Team	Kinetic Knights	781	73	89.8	Archimedes													39.2475263678802																														89.7648010602383																																					51.6241327001624																			56.7564966103296			
4	Puyallup, WA USA	The Boeing Company & Puyallup High School Robotics Club	Horns of Havoc	3393	74	89.7	Archimedes									89.7215989036099																																																																		65.1505101014379																						69.0349349106861		66.5857316086862			
5	New Haven, CT USA	Yale University/United Illuminating/Covidien/Comcast & H.R. Career H.S.	Robo Squad	558	75	89.1	Galileo																										41.900692440619																															44.6519908959641																				61.0386245866073																		70.555652030244						89.0701562214321	
2	Bloomington, IN USA	NDEP / GM Powertrain / The Raymond Foundation / Science Applications International Corporation & Bloomington High School South	The Quadrangles	3494	76	89.0																	89.0356477321485																																																		79.5277246490952																																				
4	Nashua, NH USA	Raytheon IDS / Intel / BAE SYSTEMS / United States Air Force & Bishop Guertin High School	Cardinals	811	77	89.0	Newton								44.4415432580047																												48.3694521845155																																																											88.9760746499438							46.2832193162242
3	Suwanee, GA USA	TRS solutions/The Motorola Solutions Foundation/Gwinnett County Public Schools & Peachtree Ridge High School	Robo  Lions	1261	78	88.9	Newton		88.8811815915703																																																										74.7928281582846																																										61.8754433168027
2	Richmond, VA USA	Flexicell/GE Volunteers/ShowBest Fixture Corp./AeroTek/Hermitage Automation/Henrico Co. Education Foundation/CAPER/PMMI & Tucker High School	Sparky 384	384	79	88.6	Galileo																																																	88.5574889240612																																																				47.316982225333	
4	Brighton, MI USA	SRT & Charyl Stockwell  Preparatory Academy	Gems	4362	80	88.3087768554688	Curie																																						64.3310833257949																																		59.9753784623575																								88.3087766947651				46.0138098899859		
3	Ann Arbor, MI USA	General Motors / Maker Works / The Chrysler Foundation / D. Louis Weir Law Firm / The State of Michigan / Airport Plaza Management & Skyline High School	Eagle Imperium	3322	81	88.2767105102539																																							43.2685848669921																																		88.2767097815099																								61.0200557889699						
4	South Portland, ME USA	Fairchild Semiconductor/Robotics Institute of Maine & South Portland High School	The Riot Crew	58	82	88.1	Newton																				38.3071548959252																																																																						53.6902691478169					88.058734777067							55.761442180362
5	Coloma, MI USA	Edgewater Automation/Manasha Corporation/AEP & Coloma High School & Watervliet HIgh School & Lake Michigan Catholic High School & Grace Christian High School & Michigan Lutheran High School & Eau Claire High School	Robotarians	2959	83	88.1	Archimedes																																					70.865325020665										61.2272136922475																										88.0519116631338																							67.1376804412854			76.5410074754703			
3	Pittsburgh, PA USA	Microsoft & Sarah Heinz House	SHARP	3260	84	87.9	Newton																																																40.0941226560105																				87.9409315809247																																		72.1583645765367
4	Milford, NH USA	BAE Systems / PTC / Rockwell Automation & Milford Area Youth Homeschoolers Enriching Minds	Mechanical Mayhem	1519	85	87.8	Archimedes								32.1196908972813																																															87.8122269159653																																								60.1547138972992				75.1375858443126			
3	Milan, OH USA	NASA Plum Brook Station/Sierra Lobo, Inc./Bettcher Industries/Riley Contracting/Schlessman Seed Co. & EHOVE Career Center	The Mavericks	2252	86	87.6																	32.117007206422																																80.1024807956045																																87.6421661152266																						
5	Issaquah, WA USA	The Boeing Company/Issaquah Schools Foundation & Issaquah High School	Issaquah Robotics Society	1318	87	87.6	Galileo																									53.7475224664636																															87.5606102568465																			76.7745535986056																						79.4619170134285				72.8921561619025	
5	Guilford, CT USA	Bishop's Orchards / United Technologies / Rockwell Automation / Moroso Performance Products / Intuitive Surgical & 4H of Connecticut	Apple Pi	2067	88	87.5	Archimedes																										71.5649147618651																															65.6533378972293																				39.3226532446696																		56.3971375003298				87.519213399197			
3	Tremont, IL USA	Caterpillar, Inc, / Precision Planting & Tremont High School & Tazewell Area Schools	Roboteers	2481	89	87.5	Galileo	28.2928547054313																																																	87.4783166693699																																																			78.7172817127541	
4	Edmonds, WA USA	The Boeing Company / Office of the Superintendent of Public Instruction (OSPI) / SPEEA & Edmonds-Woodway High Scool	M*A*S*H	4077	90	87.5	Archimedes																									47.4136838267438																															67.1860232469725																																									52.5424885956786		87.4606731444155			
4	Oxford, MI USA	Michigan Department of Education (MDE) / The Chrysler Foundation / Kettering University / Beijing Channel Consulting & Oxford Communtiy Schools	TORC	2137	91	87.4	Archimedes																																																				75.5143291823795																						87.3711239043263																						74.6185533354547			79.6590762466501			
5	Shelton, CT USA	United Technologies / Sikorsky / OEM Controls / Pitney Bowes / Intuitive Surgical & Shelton High School	Gaelhawks	230	92	87.2	Curie																										50.8143980259011																															47.7674829163849																				53.027513648529																		87.2432806015611					47.2238289522515		
2	Paola, KS USA	City of Paola/Dean Scherman Memorial Fund/The Baehr Foundation/The Roman Foundation & Paola High School	Panther Robotics	1108	93	87.1	Galileo																87.1487146577238																																																																																					59.3239560855283	
5	Canton, MI USA	BOSCH & Plymouth-Canton Educational Park	Lightning Robotics	862	94	87.0	Galileo							32.4899763834612																														87.0073648651729																																																							74.976251107017				65.6294711014146					85.9566265951997	
5	Goodrich, MI USA	General Motors / Chrysler Foundation / Kettering University / Grupo Antolin / Leoni / Midstates Bolt & Screw Co. / Patti Engineering & Goodrich High School	More Martians	70	95	86.8	Galileo																						86.8406459437033																													86.7293017926983																																									72.2666327976073				47.1673015600322					62.9677035070506	
3	Schaumburg, IL USA	Motorola Solutions Foundation/Methode Electronics/Numerical Precision, Inc./Endres Machining Innovations/Nu-Way & Rolling Meadows High School & Wheeling High School & Prospect High School	WildStang	111	96	86.7	Newton																																																		23.9466399859442																																		52.6438789718527																		86.747649992247
3	Accident, MD USA	Garrett County Public Schools/Pillar Innovations/Beitzel Corporation/Wilson Supply & Northern Garrett High School & Southern Garrett High School	Garrett Coalition (GaCo)	1629	97	86.7	Curie																																																	76.0505016010895																																					86.7125024562719														57.6059858876233		
3	West Hills, CA USA	Aerojet Rocketdyne / Xerox Corporation / The Boeing Company / JRM Enterprises / Accurate Engineering Services / McConnell, Montalvo& Assoc. Inc. / Snap! Productions / Frazier Aviation & Chaminade College Preparatory	Eagle Engineering	1138	98	86.6	Newton																																														1.031264420957																																				86.5799054835691																				37.3226315043135
3	Kansas City, MO USA	Hallmark Cards / The Baum Family Foundation / KC STEM Alliance / U.S. Engineering / Ultra-Tech / The Helmrich, Kevis Family & Lincoln College Preparatory Academy	Tigerbytes	1775	99	86.5	Galileo																														67.3798180782571																																					86.4760646482076																																		84.0831574933681	
3	Toronto, ON Canada	Scotiabank/Bell Canada/Toronto District School Board & Woburn Collegiate Institute	Blizzard	188	100	86.4	Galileo				28.3266174731638																																																							86.4144283292746																																										77.3910070197198	
4	Waterford, MI USA	General Motors / The Chrysler Foundation / Faurecia / Lone Star Machine / 221 Robotic Systems / Kawasaki Robotics USA / Hirotec America / Hartman & Tyner / 3 Dimensional Services & Waterford Kettering High School	The Captains	3098	101	86.4	Galileo							51.3610397451414																																																																			86.3689469551243																						54.7064220577975					71.3577407578121	
2	Kalamazoo, MI USA	Stryker / Midlink & Kalamazoo Regional Educational Service Agency & Michigan State University Kalamazoo County 4-H Youth Programs	Stryke Force	2767	102	85.9																								39.2115431131933																												85.9246783174618																																																			
4	Carmel, IN USA	Indiana Department of Workforce Development/Rolls Royce & Carmel High School	TechHOUNDS	868	103	85.8	Newton																72.5773817915588																															71.3321155345949																			49.9521765757364																																				85.75488831137
3	Davison, MI USA	Kenneth E Vobach MD, PC / Patti Engineering / Kem-Tron / BarTron, Inc / Cole's Machine Inc / Richard DuCharme / Larson's Ace Hardware & Davison High School	House of Cards	3534	104	85.6																							32.1101410066758																																																																							85.5817236234951			45.0156335169661						
4	Windham, NH USA	Veloxion / BAE Systems / Veolia Environmental Services / Willseal USA & Windham High School	The Windham Windup	3467	105	85.4	Archimedes																				54.2642538331401																																																			85.3571146843586																								73.7253898803583				54.3175007305292			
4	Belmont, MI USA	L-3 Avionics Systems / Diebotics & Paradise Teams	That ONE Team - Our Next Engineers	4967	106	85.1597747802734	Galileo																							57.543241742052																												62.2011222700647																																													60.7666784182314					85.1597777523635	
3	Saint Peter, MN USA	Medtronic / Gustavus Adolphus College / Analog Devices Inc. / DLC, Inc & Team Nordic Storm	Nordic Storm	3018	107	85.1	Newton																	78.9594335879811																																	59.8821869719728																																																				85.0982456437467
3	Lubbock, TX USA	IEEE/Texas Tech University & Lubbock HS & Evans Middle School & Frenship High School	Llano Estacado RoboRaiders	1817	108	85.0	Newton																			74.9094649097847															85.0312397200713																																																																				50.6538620730304
3	San Diego, CA USA	Qualcomm / BlueChip Machine & Fabrication / Nordson Asymtek / SAIC / Northrop Grumman / Vivid-Hosting / KTC Research / San Diego County Sheriff's Department / Quality Powder Coating & High Tech High	The Holy Cows	1538	109	84.9	Archimedes															84.869011257696																																																																								60.2977914570584												65.466898921312			
3	Indianapolis, IN USA	Precise Path Robotics / Rolls-Royce Corporation / Indiana Department of Education & Bernard K. McKenzie Center for Innovation and Technology	Kil-A-Bytes	1024	110	84.8			63.7621931807082														84.7699424032729																																																		73.6036692935656																																				
2	Dutton, AL USA	TVA/jcpenney & Section High School, Scottsboro  High,	Jackson Robotics	4092	111	84.7															47.1483854142567																																														84.6640238649572																																										
3	Cedar Falls, IA USA	John Deere Waterloo Operations / PTC / Rockwell Collins / DISTek Integration, Inc / Denso International America, Inc. / Partners in Obstetrics and Gynecology / Viking Pump, a Unit of IDEX Corporation / Hawkeye Tool and Die / Iowa State University College of Engineering / University of Northern Iowa Physics Department & Cedar Falls High School	Swartdogs	525	112	84.1	Newton	84.088783614086																																																																	69.1764519540009																																				25.3540635678489
3	Zeeland, MI USA	Herman Miller Foundation / System Components, Inc / Trans-matic / NUVAR Incorporated / ITW  Drawform / Broadview Product Development / Request Foods / Lakeshore Cutting / Mead Johnson Nutritionals / ODL / Gentex / Midway Machine Techlologies / Town & Country Group / Plascore / Consumers Energy & Zeeland West High School & Zeeland East High School	B.O.B. (Built on Brains)	85	113	83.9																																																				16.5154579689333																						59.9858166169655																		83.9020636046402											
2	Gravatai, RS Brazil	General Motors Brazil/Novelis inc./FITESA/CARBE & AIDTEC	The Brazilian Trail Blazers	1772	114	83.8			83.839193933078																											75.8645725550174																																																																									
3	Hermosa Beach, CA USA	NASA-JPL/Raytheon/J&F Machine & Hope Chapel Academy	The Beach Bots	330	115	83.8	Newton															44.7920320125208																															76.2144994791842																																																								83.7979460453991
4	Drexel Hill, PA USA	The Boeing Company/Upper Darby Education and Arts Foundation/eStop Robotics & Upper Darby High School	Royal Assault	357	116	83.7	Archimedes											36.3797216554339																												37.9561058683098																																																											83.7466641333602	45.5818906571786			
3	Palo Alto, CA USA	SRI/Vander-Bend/Madco Welding Supply/Paradigm Counsel/Zonare/Tillotson/Red Fury/Amex & Gunn High School	GRT	192	117	83.5																				46.1330403389055																															49.2605873289557																															83.4867261456859																					
3	Flagstaff, AZ USA	NASA / Science Foundation Arizona / Arizona FIRST Foundation / WL Gore & Associates / GKC Geoscience LLC / Nestle Purina / Northern Arizona University / Flagstaff Unified School District #1 & Coconino High School	CocoNuts	2486	118	83.2	Newton																																													72.7517018616661																																										48.6656900517853															83.2328568490566
2	Indianapolis, IN USA	Allison Transmission / Rolls-Royce / Morris Machine / Indiana Department of Education / Optimized Systems and Solutions / AndyMark / Our Proud Grandmas & Perry Meridian High School	Cyber Blue	234	119	83.2																	53.2729029599274																																																		83.2300503904577																																				
2	Tucson, AZ USA	Xerocraft Hackerspace / AZFirst / Technicians for Sustainability & Sunpower / Donald Pitt Family Foundation / Helen and Marvin Meistrich / Cathode Corner / Barbara and Craig Barrett / TMM Precision & The Bit Buckets Robotics Team & City High School	Bit Buckets	4183	120	83.0																				31.7570350982444																										82.9615015901414																																																									
1	Edmonton, AB Canada	Harry Ainlay	TITANICS	5184	121	82.9550323486328																																																																																82.9550290282764																							
1	Coeur d'Alene, ID USA	University of Idaho/Discover Technology/IBM Corp/ExtraTech Corporation/Coeur d'Alene Rotary/F5/Esterline, Advanced Input Systems/Platt Electric/Hydrafab Northwest/Ink Drop Signs/CC3D/Viking Booster Club/Ashlar-Vellum & Coeur d'Alene High School	TeraViks	3145	122	82.8																																																																																82.8360181054033																							
3	LeeÂ’s Summit, MO USA	R&D Leverage/Cerner/Honeywell/Black & Veatch/5 Star Embroidery/Kastle Grinding/Hallmark Cards/Sprint/Dave & Linda Pickett/KC STEM Alliance & Lee's Summit High School	Team Driven	1730	123	82.7	Galileo																														82.7088429914055																																																							77.3068339159526																72.3872850971871	
